Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      12/12          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::ALDRAM::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> > const&) [1755]
[143]    0.0    0.00    0.00      12         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [143]
-----------------------------------------------
                0.00    0.00      12/12          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::TLDRAM::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> > const&) [1767]
[144]    0.0    0.00    0.00      12         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [144]
-----------------------------------------------
                0.00    0.00      11/11          Graph::Graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [236]
[145]    0.0    0.00    0.00      11         void std::vector<Vertex*, std::allocator<Vertex*> >::_M_emplace_back_aux<Vertex* const&>(Vertex* const&) [145]
-----------------------------------------------
                                6914             std::_Rb_tree<long, std::pair<long const, bool>, std::_Select1st<std::pair<long const, bool> >, std::less<long>, std::allocator<std::pair<long const, bool> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, bool> >*) [146]
                0.00    0.00       4/11          sc_main [63]
                0.00    0.00       7/11          pe::bfsController() [9]
[146]    0.0    0.00    0.00      11+6914    std::_Rb_tree<long, std::pair<long const, bool>, std::_Select1st<std::pair<long const, bool> >, std::less<long>, std::allocator<std::pair<long const, bool> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, bool> >*) [146]
                                6914             std::_Rb_tree<long, std::pair<long const, bool>, std::_Select1st<std::pair<long const, bool> >, std::less<long>, std::allocator<std::pair<long const, bool> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, bool> >*) [146]
-----------------------------------------------
                0.00    0.00       1/11          MemWrapper::loadGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
                0.00    0.00       1/11          MemWrapper::loadConfig(int, char**) [224]
                0.00    0.00       9/11          ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
[147]    0.0    0.00    0.00      11         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [147]
                0.00    0.00      11/150273      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::WideIO2::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > const&) [67]
-----------------------------------------------
                0.00    0.00       9/9           ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
[148]    0.0    0.00    0.00       9         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [clone .constprop.2301] [148]
-----------------------------------------------
                0.00    0.00       8/8           pe::init() [232]
[149]    0.0    0.00    0.00       8         void std::vector<std::__cxx11::list<BurstOp, std::allocator<BurstOp> >, std::allocator<std::__cxx11::list<BurstOp, std::allocator<BurstOp> > > >::_M_emplace_back_aux<std::__cxx11::list<BurstOp, std::allocator<BurstOp> > const&>(std::__cxx11::list<BurstOp, std::allocator<BurstOp> > const&) [149]
-----------------------------------------------
                0.00    0.00       1/7           MemWrapper::loadConfig(int, char**) [224]
                0.00    0.00       1/7           ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00       1/7           void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [4]
                0.00    0.00       2/7           MemWrapper::calBurstLen() [225]
                0.00    0.00       2/7           MemWrapper::runMemSim() [5]
[150]    0.0    0.00    0.00       7         ramulator::Config::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [150]
                0.00    0.00      14/20          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [126]
                0.00    0.00       7/150273      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::WideIO2::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > const&) [67]
-----------------------------------------------
                0.00    0.00       7/7           std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::GDDR5::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> > const&) [1751]
[151]    0.0    0.00    0.00       7         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [151]
-----------------------------------------------
                0.00    0.00       5/5           MemWrapper::MemWrapper(sc_core::sc_module_name, double, double, int, char**) [230]
[152]    0.0    0.00    0.00       5         sc_core::sc_get_curr_simcontext() [152]
-----------------------------------------------
                0.00    0.00       5/5           std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::LPDDR3::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> > const&) [1759]
[153]    0.0    0.00    0.00       5         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [153]
